container 1 cpu percentage,container 1 memory percentage,input container logs,input journal logs,input system logs,output processed logs,output dropped logs,output retried logs,agent restarts,container 2 cpu percentage,container 2 memory percentage,container 3 cpu percentage,container 3 memory percentage,input container logs bytes,input journal logs bytes,input system logs bytes,output processed bytes,status
0.529,2.27,11306,19109,744,31145,0,0,0,0.114,22.9,0.0735,10.2,7739273,15064547,116857,23465310,0
0.534,2.26,10863,18798,744,30420,0,0,0,0.115,22.9,0.0776,10.2,7483178,14690457,116853,22836468,0
0.521,2.26,9758,18464,744,28975,0,0,0,0.116,22.9,0.0778,10.2,6733041,14261731,116853,21564428,0
0.502,2.26,8611,17984,744,27361,0,0,0,0.116,22.9,0.0778,10.2,6017462,13665885,116853,20177236,0
0.491,2.27,7587,17663,744,25987,0,0,0,0.116,22.9,0.0756,10.2,5267154,13174912,116853,18841265,0
0.475,2.27,6660,17404,744,24820,0,0,0,0.114,22.9,0.073,10.2,4586608,12842120,116737,17781010,0
0.467,2.26,6928,17090,744,24782,0,0,0,0.113,22.9,0.073,10.3,4681249,12562149,116737,17669018,0
0.476,2.26,7647,17511,744,25898,0,0,0,0.113,22.9,0.069,10.3,5211645,13073774,116741,18716892,0
0.473,2.25,7862,17408,744,26014,0,0,0,0.112,22.9,0.0654,10.3,5375099,12962147,116741,18802942,0
0.476,2.25,8045,17426,744,26207,0,0,0,0.11,22.9,0.059,10.3,5468661,12990311,116741,18935195,0
0.496,2.25,8900,17647,748,27299,0,0,0,0.11,22.9,0.0546,10.3,6051457,13296187,117437,19907567,0
0.516,2.24,10003,18027,748,28765,0,0,0,0.11,22.9,0.0589,10.3,6698601,13722319,117437,21059739,0
0.524,2.24,10264,18275,748,29280,0,0,0,0.11,22.9,0.0592,10.3,6866214,13986252,117437,21507548,0
0.523,2.25,9765,18232,748,28743,0,0,0,0.111,22.9,0.0612,10.3,6466535,13921505,117437,21008778,0
0.508,2.25,9834,18627,748,29195,0,0,0,0.111,22.9,0.0626,10.3,6457343,14406978,117437,21463014,0
0.52,2.25,10679,18666,748,30087,0,0,0,0.113,22.9,0.0661,10.3,6986147,14511227,117437,22187182,0
0.529,2.25,10307,18558,744,29586,0,0,0,0.112,22.9,0.072,10.3,6726737,14479751,116741,21844199,0
0.526,2.25,9854,18341,744,28887,0,0,0,0.11,22.9,0.0723,10.3,6490165,14251163,116741,21316004,0
0.524,2.25,10369,18454,744,29571,0,0,0,0.11,22.9,0.0679,10.3,6794425,14331164,116741,21809241,0
0.533,2.26,11512,18752,744,30992,0,0,0,0.111,22.9,0.0696,10.3,7556613,14672967,116737,22999654,0
0.54,2.26,12369,18801,744,31909,0,0,0,0.11,22.9,0.0687,10.3,8126095,14684870,116737,23675153,0
0.546,2.26,12097,18984,744,31824,0,0,0,0.11,22.9,0.0707,10.3,7973039,14841160,116737,23635653,0
0.554,2.26,12607,19144,744,32482,0,0,0,0.109,22.9,0.0702,10.3,8349819,14922924,116742,24127834,0
0.566,2.26,12860,19305,744,32922,0,0,0,0.11,22.9,0.0699,10.3,8547368,15090826,116742,24527618,0
0.559,2.26,11905,19023,744,31680,0,0,0,0.113,22.9,0.0717,10.3,7981126,14804426,116742,23565166,0
0.545,2.26,10821,18543,744,30122,0,0,0,0.112,22.9,0.0749,10.3,7257673,14271546,116742,22234329,0
0.522,2.25,9882,18198,744,28837,0,0,0,0.112,22.9,0.0755,10.3,6675469,13891192,116742,21188383,0
0.517,2.25,9084,19850,744,29631,0,0,0,0.111,22.9,0.0762,10.3,6179886,14605343,116742,21363286,0
0.513,2.26,8062,20077,744,28923,0,0,0,0.111,22.9,0.0753,10.3,5470731,14368579,116741,20443402,0
0.489,2.26,6623,19467,746,26874,0,0,0,0.112,22.9,0.0733,10.3,4542947,13641367,117087,18681364,0
0.465,2.26,6140,19299,746,26192,0,0,0,0.112,22.9,0.0758,10.3,4217413,13423933,117087,18077087,0
0.465,2.27,6084,19354,746,26182,0,0,0,0.111,22.9,0.0785,10.3,4220826,13456571,117087,18093998,0
0.456,2.26,5980,19281,746,25991,0,0,0,0.111,22.9,0.0794,10.3,4176922,13379040,117087,17946370,0
0.451,2.26,5871,17255,746,23931,0,0,0,0.112,22.9,0.0777,10.3,4097618,12212918,117087,16698375,0
0.447,2.26,5984,16733,746,23460,0,0,0,0.112,22.9,0.0753,10.3,4211482,12068855,117083,16597120,0
0.452,2.25,6874,17082,744,24652,0,0,0,0.113,22.9,0.0722,10.3,4742426,12493601,116737,17585576,0
0.456,2.25,6926,17149,744,24822,0,0,0,0.113,22.9,0.0727,10.3,4752241,12566498,116737,17721425,0
0.453,2.25,6200,17102,744,24036,0,0,0,0.113,22.9,0.0724,10.3,4231778,12426226,116737,16996231,0
0.465,2.25,7990,17203,744,25949,0,0,0,0.112,22.9,0.0708,10.3,5139143,12520867,116737,18244665,0
0.46,2.25,7827,17396,744,25967,0,0,0,0.113,22.9,0.0687,10.3,5059160,12724385,116737,18316413,0
0.463,2.24,7263,17084,753,25094,0,0,0,0.112,22.9,0.0699,10.3,4728572,12493483,118100,17696996,0
0.455,2.25,6371,16743,753,23915,0,0,0,0.113,22.9,0.0708,10.3,4163814,12121045,118100,16739017,0
0.485,2.25,9784,17025,753,27505,0,0,0,0.112,22.9,0.075,10.3,6178924,12452655,118100,19374936,0
0.527,2.25,13268,17587,753,31537,0,0,0,0.112,22.9,0.0761,10.3,8432860,13205322,118100,22682662,0
0.584,2.25,15483,18604,753,34815,0,0,0,0.112,22.9,0.0734,10.3,10108257,14400419,118100,25731577,0
0.595,2.26,18072,18933,753,37726,0,0,0,0.114,22.9,0.0736,10.3,11760945,14862717,118100,28089714,0
0.639,2.26,20952,19644,744,41284,0,0,0,0.113,22.9,0.0761,10.3,13608540,15671435,116741,30985792,0
0.685,2.27,24510,20538,744,45710,0,0,0,0.112,22.9,0.0746,10.3,15886646,16744388,116741,34628090,0
0.755,2.28,24676,24021,968,49675,0,0,0,0.111,22.9,0.0743,10.3,16803436,20259013,149661,38859759,0
0.771,2.3,24645,27071,1023,52806,0,0,0,0.111,22.9,0.0719,10.3,17045412,23129554,157955,41778245,0
0.745,2.31,21917,26620,1023,49568,0,0,0,0.111,22.9,0.0694,10.3,15251617,22567075,157955,39110191,0
0.707,2.3,20768,26792,1023,48560,0,0,0,0.112,22.9,0.0693,10.3,14508340,22671671,157955,38331354,0
0.693,2.3,19314,26632,1023,47004,0,0,0,0.111,22.9,0.0704,10.3,13543517,22424687,157955,37031997,0
0.674,2.3,17172,26354,1023,44595,0,0,0,0.112,22.9,0.0718,10.3,12180003,22022300,158650,35071339,0
0.641,2.31,14359,23016,799,38193,0,0,0,0.114,22.9,0.0714,10.3,9756902,18653878,125730,29206703,0
0.599,2.31,12721,19833,744,33278,0,0,0,0.115,22.9,0.0742,10.3,8409752,15544732,117428,24808557,0
0.556,2.29,12542,19562,744,32860,0,0,0,0.114,22.9,0.0766,10.3,8264167,15230846,117428,24390526,0
0.557,2.29,12951,19371,744,33076,0,0,0,0.114,22.9,0.0785,10.3,8441541,14986902,117428,24403716,0
0.56,2.3,13131,19515,744,33388,0,0,0,0.113,22.9,0.0796,10.3,8539708,15129399,117432,24642194,0
0.56,2.3,12996,19654,744,33416,0,0,0,0.112,22.9,0.0773,10.3,8458577,15228207,116737,24659170,0
0.55,2.3,12646,19567,744,32960,0,0,0,0.111,22.9,0.0752,10.3,8243827,15091904,116737,24271986,0
0.542,2.3,11472,19225,744,31467,0,0,0,0.111,22.9,0.0782,10.3,7486706,14714896,116749,23051227,0
0.529,2.29,11225,19151,744,31129,0,0,0,0.111,22.9,0.0747,10.3,7270982,14578159,116749,22672573,0
0.517,2.3,9853,18899,744,29515,0,0,0,0.111,22.9,0.0703,10.3,6412622,14268905,116749,21368815,0
0.501,2.3,8573,18665,744,28000,0,0,0,0.112,22.9,0.0657,10.3,5581601,13930471,116745,20085418,0
0.484,2.3,7659,18183,744,26602,0,0,0,0.112,22.9,0.0649,10.3,4988519,13428823,116745,18914825,0
0.486,2.3,7532,20260,744,28550,0,0,0,0.113,22.9,0.0659,10.2,4890953,14515826,116745,19960702,0
0.504,2.31,8599,21044,744,30302,0,0,0,0.114,22.9,0.0665,10.2,5632796,15296200,116745,21470252,0
0.514,2.31,8811,21145,744,30665,0,0,0,0.113,22.9,0.064,10.2,5833363,15444810,116745,21866895,0
0.522,2.32,10020,21315,744,32099,0,0,0,0.112,22.9,0.0636,10.3,6606551,15656273,116745,23026157,0
0.535,2.32,11107,21202,744,33036,0,0,0,0.114,22.9,0.0665,10.3,7292785,15569334,116745,23721546,0
0.555,2.32,12478,21500,744,34683,0,0,0,0.113,22.9,0.0709,10.3,8158446,15928332,116745,25063010,0
0.58,2.32,13942,19906,744,34589,0,0,0,0.113,22.9,0.0683,10.3,9133496,15435694,116745,25610180,0
0.574,2.32,13240,19192,744,33226,0,0,0,0.112,22.9,0.0644,10.3,8649129,14770006,116745,24470907,0
0.572,2.31,14312,19040,744,34122,0,0,0,0.111,22.9,0.0594,10.3,9179268,14567491,116745,24928263,0
0.567,2.31,13705,18957,744,33393,0,0,0,0.11,22.9,0.0588,10.3,8810750,14489514,116745,24379902,0
0.56,2.3,13274,18794,744,32826,0,0,0,0.11,22.9,0.0614,10.3,8502340,14289330,116745,23860079,0
0.559,2.29,12760,18502,744,32041,0,0,0,0.109,22.9,0.0618,10.3,8127706,13881227,116701,23083739,0
0.55,2.29,11846,17860,757,30441,0,0,0,0.109,22.9,0.0633,10.3,7423925,13080143,118746,21510453,0
0.541,2.29,12399,17956,757,31147,0,0,0,0.109,22.9,0.0651,10.3,7755364,13122721,118641,21988826,0
0.536,2.28,10709,17868,757,29329,0,0,0,0.109,22.9,0.0703,10.3,6818988,13043144,118573,20737225,0
0.511,2.28,10024,17751,765,28547,0,0,0,0.109,22.9,0.0763,10.3,6386976,12878491,119843,20080301,0
0.511,2.28,9894,17949,770,28585,0,0,0,0.11,22.9,0.0775,10.3,6310595,13103354,120612,20176157,0
0.517,2.28,9978,18102,770,28841,0,0,0,0.111,22.9,0.0758,10.3,6400963,13335149,120604,20496346,0
0.508,2.28,9347,18079,757,28201,0,0,0,0.111,22.9,0.071,10.3,6055333,13332856,118515,20088584,0
0.497,2.27,8112,17801,757,26662,0,0,0,0.111,22.9,0.0696,10.3,5287604,13089897,118569,18931709,0
0.476,2.27,7552,18007,757,26321,0,0,0,0.111,22.9,0.067,10.3,4915385,13334708,118591,18743674,0
0.466,2.27,7372,18128,762,26263,0,0,0,0.112,22.9,0.0653,10.3,4801672,13505720,119412,18776089,0
0.475,2.27,7194,17954,757,25929,0,0,0,0.113,22.9,0.0637,10.3,4702149,13291360,118596,18479550,0
0.464,2.27,6016,17778,757,24530,0,0,0,0.113,22.9,0.0628,10.3,4010243,13050237,118597,17373857,0
0.45,2.27,5790,18120,757,24676,0,0,0,0.113,22.9,0.0634,10.3,3922880,13388297,118597,17595331,0
0.455,2.28,6353,18258,757,25368,0,0,0,0.113,22.9,0.0679,10.2,4253622,13509656,118597,18104592,0
0.478,2.28,8224,18601,757,27577,0,0,0,0.114,22.9,0.0669,10.2,5506583,13917755,118597,19924463,0
0.491,2.28,9216,18677,744,28634,0,0,0,0.114,22.9,0.0714,10.2,6160306,14002713,116462,20760770,0
0.511,2.28,9810,19221,744,29765,0,0,0,0.114,22.9,0.0706,10.2,6569137,14561166,116458,21746729,0
0.52,2.29,10952,19735,744,31451,0,0,0,0.112,22.9,0.0689,10.2,7256398,15113350,116574,23114632,0
0.524,2.29,11073,19704,744,31522,0,0,0,0.111,22.9,0.071,10.2,7352517,15112834,116574,23190825,0
0.523,2.29,10433,19509,744,30678,0,0,0,0.113,22.9,0.0711,10.2,7030301,14934904,116578,22610220,0
0.516,2.28,8958,18882,744,28586,0,0,0,0.112,22.9,0.0704,10.3,6042524,14254919,116578,20848624,0
0.496,2.27,8563,18899,744,28205,0,0,0,0.112,22.9,0.0704,10.3,5752811,14244498,116578,20503148,0
0.487,2.27,7640,18418,744,26818,0,0,0,0.112,22.9,0.0701,10.3,5162579,13779024,116574,19384591,0
0.465,2.27,6291,17881,744,24921,0,0,0,0.112,22.9,0.0724,10.3,4302353,13155069,116458,17784382,0
0.451,2.27,6144,17741,744,24592,0,0,0,0.112,22.9,0.073,10.3,4155661,12988654,116458,17445919,0
0.461,2.27,7002,18010,744,25747,0,0,0,0.112,22.9,0.0729,10.3,4649869,13267922,116450,18321379,0
0.467,2.26,7231,18344,744,26314,0,0,0,0.11,22.9,0.071,10.3,4858633,13563166,116450,18825915,0
0.468,2.28,7065,18394,744,26198,0,0,0,0.111,22.9,0.0699,10.3,4804642,13621684,116450,18796784,0
0.466,2.27,7093,18425,744,26255,0,0,0,0.112,22.9,0.0676,10.3,4860714,13676228,116470,18906206,0
0.477,2.28,8211,18682,744,27601,0,0,0,0.112,22.9,0.0658,10.3,5626460,14097966,116752,20150169,0
0.489,2.28,8719,18805,744,28282,0,0,0,0.112,22.9,0.0658,10.3,5947334,14227392,116796,20685010,0
0.488,2.27,7832,18607,744,27203,0,0,0,0.113,22.9,0.0641,10.3,5396402,14032528,116855,19862525,0
0.469,2.27,7011,18177,744,25935,0,0,0,0.114,22.9,0.0618,10.3,4853935,13621675,116901,18833739,0
0.465,2.27,7124,17904,744,25770,0,0,0,0.115,22.9,0.0651,10.3,4890833,13431956,116945,18713959,0
0.46,2.28,6829,18171,744,25737,0,0,0,0.114,22.9,0.0665,10.3,4696078,13669081,116980,18693476,0
0.453,2.28,5670,18016,744,24461,0,0,0,0.112,22.9,0.069,10.3,3922745,13393877,116934,17577383,0
0.438,2.27,5054,17672,744,23473,0,0,0,0.111,22.9,0.0657,10.3,3499032,13037177,116934,16743329,0
0.443,2.28,5789,18053,744,24541,0,0,0,0.111,22.9,0.0633,10.3,3935926,13397481,116934,17551915,0
0.458,2.29,7084,18639,744,26460,0,0,0,0.111,22.9,0.0625,10.3,4753748,14000385,116934,19100816,0
0.473,2.29,7314,18832,744,26888,0,0,0,0.11,22.9,0.0604,10.3,4909692,14116312,116934,19391591,0
0.479,2.3,8205,18794,744,27731,0,0,0,0.11,22.9,0.0562,10.3,5450450,14129941,116934,20051499,0
0.5,2.3,9736,18987,744,29440,0,0,0,0.11,22.9,0.0519,10.3,6449671,14418765,116749,21472223,0
0.506,2.3,9996,19013,744,29767,0,0,0,0.11,22.9,0.0508,10.3,6660490,14473540,116749,21786578,0
0.506,2.3,9137,18654,744,28573,0,0,0,0.111,22.9,0.0533,10.3,6132933,14077493,116742,20823571,0
0.488,2.3,7885,18247,744,26874,0,0,0,0.11,22.9,0.0513,10.3,5285093,13596383,116742,19364220,0
0.473,2.29,7361,18154,744,26267,0,0,0,0.109,22.9,0.0538,10.3,4979738,13445756,116742,18866418,0
0.471,2.29,7037,17742,744,25487,0,0,0,0.108,22.9,0.0559,10.3,4787889,12991006,116738,18165617,0
0.461,2.3,6009,17431,744,24191,0,0,0,0.108,22.9,0.0585,10.3,4167043,12589992,116738,17095616,0
0.446,2.29,5996,17525,744,24246,0,0,0,0.108,22.9,0.0646,10.3,4179574,12642902,116738,17127784,0
0.459,2.29,7153,17710,744,25600,0,0,0,0.109,22.9,0.0688,10.3,4986959,12872997,116737,18272743,0
0.466,2.3,7716,17798,744,26251,0,0,0,0.109,22.9,0.0693,10.3,5442824,12990214,116737,18886124,0
0.479,2.3,8348,17688,744,26762,0,0,0,0.11,22.9,0.0686,10.3,5793859,12904463,116737,19220031,0
0.486,2.31,8421,17999,744,27220,0,0,0,0.11,22.9,0.0683,10.3,5841372,13220688,116737,19634056,0
0.493,2.3,9116,18136,744,28011,0,0,0,0.113,22.9,0.0705,10.3,6204687,13374670,116737,20189977,0
0.509,2.3,10352,18144,744,29256,0,0,0,0.114,22.9,0.0705,10.3,6957215,13430355,116737,21145792,0
0.511,2.31,9652,17973,744,28386,0,0,0,0.115,22.9,0.0707,10.3,6431568,13228265,116737,20361069,0
0.493,2.31,9355,17715,744,27827,0,0,0,0.115,22.9,0.0678,10.3,6203248,12963305,116737,19857988,0
0.486,2.3,8536,17716,744,27012,0,0,0,0.117,22.9,0.0698,10.3,5743319,12933191,116737,19277894,0
0.477,2.3,7916,17843,744,26506,0,0,0,0.116,22.9,0.0745,10.3,5360004,13000159,116741,18872215,0
0.473,2.3,7241,17621,744,25609,0,0,0,0.116,22.9,0.0749,10.3,4983479,12755512,116741,18186260,0
0.467,2.3,6292,17420,744,24444,0,0,0,0.116,22.9,0.0737,10.3,4394764,12527503,116741,17265025,0
0.486,2.3,8458,18350,744,27519,0,0,0,0.115,22.9,0.0747,10.3,5795119,13646441,116745,19929359,0
0.516,2.3,10958,19365,744,31015,0,0,0,0.115,22.9,0.0723,10.3,7435131,14899355,116745,22982602,0
0.536,2.3,12397,19747,744,32866,0,0,0,0.113,22.9,0.0726,10.3,8365630,15436815,116745,24602588,0
0.56,2.31,13975,19789,744,34481,0,0,0,0.111,22.9,0.0731,10.3,9403586,15609191,116749,25966871,0
0.584,2.31,15339,20378,744,36441,0,0,0,0.111,22.9,0.073,10.3,10278221,16293731,116865,27633973,0
0.592,2.32,15544,20772,744,37057,0,0,0,0.111,22.9,0.0727,10.3,10435625,16688265,116865,28190875,0
0.589,2.31,13327,20045,744,34139,0,0,0,0.111,22.9,0.0741,10.3,9034252,15763673,116861,25712921,0
0.555,2.3,10986,19237,744,31009,0,0,0,0.111,22.9,0.0732,10.3,7456619,14736703,116861,22947331,0
0.522,2.29,9897,18856,744,29510,0,0,0,0.11,22.9,0.0755,10.3,6733833,14225421,116861,21603153,0
0.516,2.3,9281,18622,744,28662,0,0,0,0.111,22.9,0.0758,10.3,6277463,13947566,116857,20836201,0
0.508,2.3,8514,18442,744,27684,0,0,0,0.113,22.9,0.0719,10.3,5761221,13744195,116741,20019417,0
0.502,2.3,8948,18624,744,28310,0,0,0,0.113,22.9,0.0707,10.3,6024889,14036843,116741,20607774,0
0.526,2.29,10870,19401,744,30985,0,0,0,0.111,22.9,0.0733,10.2,7257300,14969573,116745,22906427,0
0.541,2.3,11971,19941,744,32639,0,0,0,0.11,22.9,0.0731,10.2,7962517,15573624,116745,24308933,0
0.555,2.31,12728,20379,744,33805,0,0,0,0.111,22.9,0.0731,10.2,8416824,16080343,116745,25296308,0
0.582,2.31,14166,20805,644,35576,0,0,0,0.111,22.9,0.0704,10.3,9314456,16623849,102339,26847914,0
0.597,2.3,15232,21068,644,36954,0,0,0,0.112,22.9,0.0679,10.3,9980211,16970876,102339,28001317,0
0.599,2.3,15166,20810,644,36612,0,0,0,0.112,22.9,0.0676,10.3,9897695,16661144,102339,27617610,0
0.599,2.3,14068,20472,644,35160,0,0,0,0.113,22.9,0.066,10.3,9153854,16238979,102335,26326465,0
0.571,2.3,13207,20191,644,34051,0,0,0,0.114,22.9,0.0644,10.3,8616603,15989674,102335,25494879,0
0.558,2.3,12714,19994,644,33395,0,0,0,0.114,22.9,0.0636,10.3,8309671,15814548,102335,24999276,0
0.55,2.3,10963,19754,744,31494,0,0,0,0.113,22.9,0.0645,10.3,7229054,15441964,116741,23385700,0
0.52,2.3,9101,19073,744,28926,0,0,0,0.113,22.9,0.0668,10.3,6022075,14578046,116741,21153007,0
0.498,2.31,8299,18950,744,27996,0,0,0,0.111,22.9,0.0707,10.3,5542275,14350492,116741,20368690,0
0.498,2.3,8162,18682,744,27625,0,0,0,0.112,22.9,0.0764,10.3,5506764,14036712,116749,20058183,0
0.486,2.29,8081,18359,744,27182,0,0,0,0.111,22.9,0.0745,10.3,5439005,13581124,116749,19528951,0
0.483,2.29,7695,17970,744,26391,0,0,0,0.111,22.9,0.0751,10.3,5219402,13126521,116749,18816974,0
0.495,2.3,8064,17914,744,26695,0,0,0,0.112,22.9,0.0743,10.3,5445299,13078826,116745,19030593,0
0.501,2.29,8983,18178,744,27890,0,0,0,0.112,22.9,0.0724,10.3,6049353,13394673,116861,20043426,0
0.501,2.28,8722,17983,744,27461,0,0,0,0.112,22.9,0.0681,10.3,5888750,13186064,116861,19682875,0
0.497,2.28,7604,17838,744,26200,0,0,0,0.114,22.9,0.065,10.3,5136735,12948954,116853,18592069,0
0.479,2.29,7161,17775,744,25682,0,0,0,0.114,22.9,0.0617,10.3,4891570,12894750,116853,18230735,0
0.486,2.29,7091,19694,744,27529,0,0,0,0.115,22.9,0.0662,10.3,4814729,13877084,116853,19205746,0
0.49,2.29,6755,19796,744,27322,0,0,0,0.115,22.9,0.0669,10.3,4543516,13694273,116857,18787442,0
0.473,2.28,5832,19488,746,26065,0,0,0,0.114,22.9,0.0688,10.3,3994349,13378495,117087,17802691,0
0.462,2.28,6183,19579,746,26481,0,0,0,0.116,22.9,0.0682,10.3,4159465,13470265,117087,18081854,0
0.48,2.29,7604,19598,746,27929,0,0,0,0.116,22.9,0.0731,10.3,5071114,13589017,117091,19269881,0
0.48,2.28,7875,19767,746,28389,0,0,0,0.114,22.9,0.0759,10.3,5265030,13798817,117091,19692908,0
0.481,2.27,7804,18065,746,26636,0,0,0,0.114,22.9,0.0756,10.3,5238146,12997550,117091,18786727,0
0.479,2.27,7702,17949,746,26398,0,0,0,0.114,22.9,0.0765,10.3,5194281,13156195,117091,18830473,0
0.478,2.27,8193,18350,744,27312,0,0,0,0.114,22.9,0.0742,10.3,5493207,13588539,116745,19610600,0
0.48,2.27,7963,18340,744,27064,0,0,0,0.113,22.9,0.0739,10.3,5342980,13604793,116745,19436022,0
0.476,2.27,6608,18299,744,25673,0,0,0,0.113,22.9,0.0774,10.2,4469308,13496104,116745,18312425,0
0.484,2.27,8685,18207,744,27646,0,0,0,0.113,22.9,0.0751,10.2,5580713,13343092,116745,19544995,0
0.476,2.27,8425,18064,744,27238,0,0,0,0.113,22.9,0.0755,10.2,5390736,13184385,116745,19181883,0
0.473,2.27,7643,18061,753,26450,0,0,0,0.114,22.9,0.0736,10.2,4940960,13105637,118108,18560559,0
0.457,2.27,6693,17848,753,25286,0,0,0,0.114,22.9,0.0707,10.3,4321310,12804030,118224,17557167,0
0.451,2.27,6567,17728,753,25054,0,0,0,0.114,22.9,0.0685,10.3,4255954,12669024,118224,17365075,0
0.457,2.27,7213,17729,753,25678,0,0,0,0.115,22.9,0.068,10.3,4687834,12722120,118228,17900188,0
0.46,2.27,5239,17963,753,23951,0,0,0,0.115,22.9,0.0666,10.3,3639477,12994834,118228,16856394,0
0.449,2.27,6615,17966,753,25305,0,0,0,0.115,22.9,0.0658,10.3,4420644,12992624,118228,17788672,0
0.469,2.27,7856,18189,744,26789,0,0,0,0.114,22.9,0.0657,10.3,5188835,13306984,116862,19008083,0
0.486,2.28,9171,18529,744,28415,0,0,0,0.114,22.9,0.0674,10.3,6005028,13785735,116746,20391810,0
0.503,2.28,9935,18841,748,29519,0,0,0,0.114,22.9,0.0654,10.3,6487016,14147529,117483,21320375,0
0.503,2.28,9401,18739,748,28898,0,0,0,0.114,22.9,0.0704,10.3,6128506,14013872,117479,20788978,0
0.492,2.28,8980,18724,748,28396,0,0,0,0.113,22.9,0.0671,10.3,5840419,13996746,117479,20392019,0
0.486,2.28,7716,18762,748,27249,0,0,0,0.113,22.9,0.068,10.3,5178119,14053845,117479,19684004,0
0.474,2.27,6861,18321,748,25935,0,0,0,0.113,22.9,0.0707,10.3,4603850,13574943,117482,18557074,0
0.457,2.28,5758,18052,748,24581,0,0,0,0.113,22.9,0.0708,10.3,3896202,13206004,119106,17403884,0
0.442,2.27,4801,17944,744,23486,0,0,0,0.112,22.9,0.0714,10.3,3322960,13055520,118311,16548167,0
0.439,2.27,5214,18210,744,24155,0,0,0,0.111,22.9,0.0751,10.3,3582738,13321091,118213,17097305,0
0.444,2.27,5768,18307,744,24866,0,0,0,0.111,22.9,0.0734,10.3,3986169,13441599,118121,17712989,0
0.444,2.27,5713,18435,744,24886,0,0,0,0.111,22.9,0.0776,10.3,3940724,13575984,118071,17740883,0
0.454,2.28,6108,18682,744,25464,0,0,0,0.111,22.9,0.0765,10.3,4217913,13848339,118024,18254129,0
0.461,2.28,6934,18832,744,26489,0,0,0,0.11,22.9,0.0754,10.3,4727784,14013661,116350,19056681,0
0.466,2.29,7182,18801,744,26736,0,0,0,0.11,22.9,0.0733,10.3,4881149,14021426,116364,19274561,0
0.466,2.3,6520,18532,744,25810,0,0,0,0.111,22.9,0.0753,10.3,4455432,13724727,116407,18501376,0
0.455,2.3,5961,18293,744,24994,0,0,0,0.111,22.9,0.0761,10.3,4039639,13418512,116453,17741968,0
0.441,2.3,5676,18297,744,24709,0,0,0,0.109,22.9,0.0772,10.3,3840906,13413096,116459,17495637,0
0.437,2.31,4803,18117,744,23735,0,0,0,0.108,22.9,0.0769,10.3,3297630,13204636,116459,16730034,0
0.421,2.31,3651,17950,744,22384,0,0,0,0.108,22.9,0.0749,10.3,2589080,12981760,116458,15646662,0
0.419,2.31,3314,19757,744,23821,0,0,0,0.11,22.9,0.0753,10.3,2387293,13757489,116458,16245748,0
0.435,2.32,4489,20225,744,25432,0,0,0,0.111,22.9,0.0792,10.3,3126077,14162013,116462,17487918,0
0.454,2.32,5824,20760,744,27339,0,0,0,0.112,22.9,0.0774,10.3,4020948,14800069,116462,19147393,0
0.461,2.32,6627,20681,744,28058,0,0,0,0.114,22.9,0.0772,10.3,4537252,14708907,116462,19679032,0
0.477,2.32,7690,20939,744,29365,0,0,0,0.114,22.9,0.0752,10.3,5205129,15017382,116462,20742761,0
0.502,2.32,9386,21141,744,31235,0,0,0,0.115,22.9,0.0755,10.3,6253521,15328245,116462,22244429,0
0.525,2.33,10724,19609,744,31073,0,0,0,0.116,22.9,0.0791,10.3,7101506,14914299,116462,22732502,0
0.523,2.33,9914,19309,744,29997,0,0,0,0.114,22.9,0.0804,10.3,6616648,14711053,116462,21975144,0
0.501,2.33,8511,18828,744,28075,0,0,0,0.115,22.9,0.0789,10.3,5673765,14125399,116462,20300843,0
0.477,2.32,7828,18814,744,27368,0,0,0,0.113,22.9,0.0793,10.3,5224548,14109479,116462,19749798,0
0.473,2.32,7092,18623,744,26461,0,0,0,0.112,22.9,0.0779,10.3,4744655,13874062,116458,18981273,0
0.46,2.31,5728,18439,744,24920,0,0,0,0.112,22.9,0.0774,10.3,3888747,13608854,116458,17742435,0
0.443,2.3,4620,18101,744,23454,0,0,0,0.111,22.9,0.0757,10.3,3143984,13172064,116458,16452877,0
0.444,2.3,5673,18118,744,24490,0,0,0,0.109,22.9,0.0754,10.3,3765797,13223050,116459,17215667,0
0.465,2.3,7548,18537,744,26830,0,0,0,0.109,22.9,0.0721,10.3,5019813,13799879,116459,19240069,0
0.472,2.29,8111,18811,744,27652,0,0,0,0.108,22.9,0.0696,10.4,5393367,14092453,116459,19931830,0
0.49,2.3,8909,19044,744,28693,0,0,0,0.108,22.9,0.0706,10.4,5938991,14374103,116459,20839195,0
0.503,2.31,9860,19203,744,29772,0,0,0,0.11,22.9,0.0706,10.4,6567239,14608074,116491,21750615,0
0.512,2.31,10283,19227,744,30252,0,0,0,0.109,22.9,0.0729,10.4,6854242,14617966,116535,22132863,0
0.515,2.32,9224,19130,744,29131,0,0,0,0.111,22.9,0.0727,10.4,6166981,14447132,116589,21203747,0
0.495,2.32,7426,18861,752,27015,0,0,0,0.112,22.9,0.0683,10.4,4926716,14092874,117951,19417643,0
0.479,2.33,7811,18907,757,27486,0,0,0,0.112,22.9,0.0708,10.3,5175791,14255473,118822,19895360,0
0.488,2.33,7954,18771,757,27493,0,0,0,0.111,22.9,0.0729,10.3,5257332,14147954,118877,19888124,0
0.482,2.33,7534,18649,757,26952,0,0,0,0.112,22.9,0.0713,10.3,4995399,13997090,118965,19451270,0
0.476,2.33,7533,18670,757,26925,0,0,0,0.111,22.9,0.072,10.3,4962046,14008662,118965,19390843,0
