container 1 cpu percentage,container 1 memory percentage,input container logs,input journal logs,input system logs,output processed logs,output dropped logs,output retried logs,agent restarts,container 2 cpu percentage,container 2 memory percentage,container 3 cpu percentage,container 3 memory percentage,input container logs bytes,input journal logs bytes,input system logs bytes,output processed bytes,status
38.1,3.79,844922,400170,6826,1251710,0,0,0,0.156,23.6,0.109,10.4,2295731808,243503017,957807,2481875857,1
40.6,3.85,878838,403729,6822,1289328,0,0,0,0.156,23.6,0.113,10.4,2441606936,245252193,957115,2616191107,1
44.8,3.97,939650,409294,6826,1354453,0,0,0,0.154,23.6,0.116,10.4,2688513862,248197811,957807,2848680284,1
44.5,3.96,1009334,412602,6826,1428840,0,0,0,0.155,23.6,0.119,10.4,2922123734,249909138,957803,3077999370,1
47.4,4.02,1057967,417375,6826,1481501,0,0,0,0.156,23.6,0.118,10.4,3083603284,252462947,957803,3229381496,1
51.1,4.13,1038218,418422,6822,1455513,0,0,0,0.155,23.6,0.121,10.4,2962879424,252695605,957111,3110960128,1
50.8,4.15,1024351,421694,6826,1829931,0,0,0,0.154,23.6,0.124,10.4,2889932227,254577906,957807,3057250341,1
50.4,4.17,952460,423568,6830,1760325,0,0,0,0.151,23.6,0.122,10.4,2655118240,255592158,958499,2838490192,1
49.3,4.17,856719,423408,6826,1666778,0,0,0,0.153,23.6,0.121,10.5,2336027292,255414357,957769,2538718951,1
45.1,4.07,782764,423530,6826,1590666,0,0,0,0.154,23.6,0.118,10.5,2156482511,255464005,957735,2359650856,1
41.9,4.03,729244,423682,6826,1537997,0,0,0,0.153,23.6,0.11,10.5,2001195759,255511350,957707,2211758804,1
42.3,4.07,695726,424105,6826,1512756,0,0,0,0.151,23.6,0.105,10.5,2038136412,255789177,957687,2248141183,1
41.7,4.05,676620,422952,6826,1107718,0,0,0,0.15,23.6,0.0984,10.5,2030965455,255087976,957653,2230116694,1
37.5,3.94,662878,422118,6826,1092964,0,0,0,0.151,23.6,0.0935,10.5,2041816177,254685636,957629,2237420414,1
38.9,3.98,672640,420929,6826,1099875,0,0,0,0.152,23.6,0.0903,10.5,2121289831,254024527,957643,2307298693,1
38.3,3.97,663615,421646,6833,1092481,0,0,0,0.151,23.6,0.0885,10.5,2118459793,254416670,958665,2306588723,1
38.2,3.97,675007,421847,6833,1103270,0,0,0,0.15,23.6,0.0893,10.5,2166091197,254519690,958664,2349515574,1
41.9,4.06,708119,423176,6837,1138286,0,0,0,0.149,23.6,0.091,10.5,2145249557,255317576,959352,2336458931,1
46.5,4.09,638989,384324,6277,1029234,0,0,0,0.148,23.6,0.092,10.5,1938505536,231847242,880692,2109405858,1
54.2,4.07,533871,313548,5173,851819,0,0,0,0.149,23.6,0.0935,10.5,1596053757,189215621,726124,1734476055,1
63.8,4.09,424513,244197,4069,672801,0,0,0,0.149,23.6,0.0943,10.5,1222046571,147357697,571556,1334453518,1
72.3,4.08,303451,174072,2861,479857,0,0,0,0.147,23.6,0.0978,10.5,869539939,104928478,401622,948145630,1
81.2,4.08,191423,104082,1749,297719,0,0,0,0.148,23.6,0.0966,10.5,542379431,62703349,245517,590881310,1
91.2,4.11,61132,32956,645,94903,0,0,0,0.147,23.6,0.0978,10.5,161724299,19906827,90949,177777867,1
98.4,4.07,0,0,0,0,0,0,0,0.145,23.6,0.0983,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.0978,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.0985,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.0996,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.144,23.6,0.099,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.144,23.6,0.097,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.0906,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.0872,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.085,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.0873,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.0872,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.0875,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.0922,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.144,23.6,0.098,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.102,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.148,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.152,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.156,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.155,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.153,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.111,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.142,23.6,0.11,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.139,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.135,23.6,0.11,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.133,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0985,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0941,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0884,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.132,23.6,0.0879,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0904,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0877,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.13,23.6,0.0919,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.129,23.6,0.0985,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.128,23.6,0.101,10.5,0,0,0,0,1
100,3.98,0,0,0,0,0,0,0,0.13,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.132,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.135,23.6,0.1,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.136,23.6,0.0983,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.139,23.6,0.1,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.0994,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.102,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.144,23.6,0.1,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.0972,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.138,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.137,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.136,23.6,0.102,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.136,23.6,0.0984,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.132,23.6,0.095,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.132,23.6,0.0926,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.133,23.6,0.0906,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.133,23.6,0.085,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.136,23.6,0.0833,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.135,23.6,0.0808,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.137,23.6,0.0827,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.138,23.6,0.0834,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.0876,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.0858,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.0918,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.142,23.6,0.095,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.143,23.6,0.0978,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.0971,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.0926,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.0899,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.091,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.0876,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.138,23.6,0.0898,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.136,23.6,0.085,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.135,23.6,0.0841,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.134,23.6,0.09,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0926,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.13,23.6,0.0956,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.128,23.6,0.0952,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.128,23.6,0.0922,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.127,23.6,0.093,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.128,23.6,0.0938,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.129,23.6,0.0921,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.129,23.6,0.0897,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.129,23.6,0.0925,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.131,23.6,0.0947,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.133,23.6,0.095,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.138,23.6,0.0969,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.14,23.6,0.0959,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.098,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.153,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.153,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.152,23.6,0.1,10.5,0,0,0,0,1
100,3.98,0,0,0,0,0,0,0,0.151,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.115,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.148,23.6,0.116,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.145,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.113,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.141,23.6,0.115,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.142,23.6,0.11,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.143,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.143,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.157,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.162,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.163,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.168,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.167,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.168,23.6,0.11,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.167,23.6,0.109,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.167,23.6,0.109,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.166,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.162,23.6,0.113,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.109,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.162,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.158,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.156,23.6,0.109,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.109,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.152,23.6,0.108,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.106,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.153,23.6,0.106,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.152,23.6,0.109,10.4,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.155,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.156,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.163,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.164,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.162,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.16,23.6,0.108,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.155,23.6,0.106,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.154,23.6,0.105,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.102,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.103,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.149,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.15,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.104,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.1,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.146,23.6,0.102,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.147,23.6,0.107,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.111,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.151,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.152,23.6,0.112,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.155,23.6,0.115,10.5,0,0,0,0,1
101,3.98,0,0,0,0,0,0,0,0.159,23.6,0.122,10.5,0,0,0,0,1
0.523,2.08,28980,11726,347,41046,0,0,0,0.109,21.9,0.0892,10,19537986,7346127,60447,30206452,0
0.535,2.09,29074,11694,347,41095,0,0,0,0.109,21.9,0.0917,10,19693275,7327137,60447,30323373,0
0.537,2.09,26012,11588,346,37976,0,0,0,0.109,21.9,0.0933,10,17801631,7245460,60245,28018599,0
0.503,2.09,21937,11586,346,33885,0,0,0,0.109,21.9,0.0923,10,15174863,7242404,60245,24888608,0
0.481,2.08,19757,11536,346,31642,0,0,0,0.108,21.9,0.0898,10,13806860,7200357,60245,23204265,0
0.488,2.07,20836,11533,346,32697,0,0,0,0.107,21.9,0.0914,10,14207190,7193352,60249,23764618,0
0.48,2.07,19388,11590,346,31327,0,0,0,0.108,21.9,0.092,10,13108454,7223607,60133,22565287,0
0.478,2.07,21243,12102,349,33675,0,0,0,0.108,21.9,0.0918,10,14347388,7600507,60722,24347873,0
0.514,2.07,24066,12513,353,36923,0,0,0,0.11,21.9,0.0936,10,16191716,7910801,61516,26819834,0
0.526,2.07,26299,12975,357,39632,0,0,0,0.108,21.9,0.0904,10,17765237,8256944,62306,28963079,0
0.55,2.08,28030,13429,366,41792,0,0,0,0.109,21.9,0.0914,10,18899655,8628604,63989,30599851,0
0.561,2.09,26571,13413,366,40359,0,0,0,0.109,21.9,0.0941,10,18294716,8620928,63985,29790244,0
0.557,2.08,28212,13413,366,41945,0,0,0,0.109,21.9,0.0942,10,19268988,8619255,65097,30933418,0
0.578,2.09,30010,13121,364,43486,0,0,0,0.108,21.9,0.0942,10,20490559,8400376,64702,32199599,0
0.571,2.08,28465,12687,360,41493,0,0,0,0.108,21.9,0.0934,10,19435964,8068009,63912,30655034,0
0.542,2.08,28018,12387,356,40736,0,0,0,0.107,21.9,0.0917,10,19007783,7837240,63122,29991485,0
0.539,2.08,27353,12287,347,39982,0,0,0,0.109,21.9,0.0941,10,18551451,7684366,61439,29369751,0
0.528,2.07,26112,12519,347,38948,0,0,0,0.108,21.9,0.0947,10,17791253,7809957,61439,28567939,0
0.515,2.06,23379,12698,347,36473,0,0,0,0.108,21.9,0.0942,10,16167409,7905089,60582,26753038,0
0.503,2.06,20543,12866,346,33766,0,0,0,0.107,21.9,0.0905,10,14218241,7951643,60388,24523649,0
0.491,2.05,21300,13205,347,34857,0,0,0,0.108,21.9,0.0937,10.1,14749633,8153821,60589,25340364,0
0.483,2.06,20823,13335,347,34491,0,0,0,0.108,21.9,0.0946,10.1,14428232,8191975,60589,24996667,0
0.477,2.05,19940,13247,347,33530,0,0,0,0.107,21.9,0.0943,10.1,13850797,8114183,60589,24248983,0
0.477,2.05,20608,13491,349,34470,0,0,0,0.106,21.9,0.0945,10.1,14196412,8289323,60988,24867848,0
0.484,2.05,21896,14110,353,36338,0,0,0,0.107,21.9,0.0916,10.1,15021083,8729131,61824,26217952,0
0.483,2.05,20799,14503,357,35670,0,0,0,0.107,21.9,0.0915,10.1,14291540,9045073,62614,25666898,0
0.473,2.05,18299,14894,360,33562,0,0,0,0.108,21.9,0.0939,10.1,12618294,9343335,63200,23963012,0
0.452,2.04,17606,15364,372,33335,0,0,0,0.108,21.9,0.0924,10.1,12272751,9700629,65376,23833312,0
0.468,2.05,19167,16178,377,35719,0,0,0,0.107,21.9,0.0901,10.1,13614065,10278390,66360,25855627,0
0.487,2.07,20296,16845,383,37532,0,0,0,0.104,21.9,0.0871,10.1,14687018,10760849,67489,27478923,0
0.488,2.07,18690,19057,383,38136,0,0,0,0.104,21.9,0.084,10.1,13707462,11842839,69946,27480807,0
0.48,2.07,18967,19085,383,38370,0,0,0,0.102,21.9,0.087,10.1,13962081,11853341,69946,27710489,0
0.501,2.09,21175,19201,384,40747,0,0,0,0.103,21.9,0.0872,10.1,15474664,11913996,70150,29578944,0
0.499,2.09,21109,19188,376,40701,0,0,0,0.103,21.9,0.0884,10.2,15453019,11892703,68764,29561120,0
0.502,2.1,19360,18757,375,38520,0,0,0,0.103,21.9,0.0841,10.1,14011157,11602228,68570,27679802,0
0.496,2.09,18531,18353,371,37254,0,0,0,0.103,21.9,0.0861,10.1,13208008,11302475,67832,26502372,0
0.483,2.09,19656,16037,371,36070,0,0,0,0.107,21.9,0.0887,10.1,13912967,10146833,66626,26101148,0
0.48,2.09,20377,16035,371,36827,0,0,0,0.107,21.9,0.0916,10.1,14275289,10131120,66626,26586210,0
0.473,2.07,17950,15900,370,34218,0,0,0,0.109,21.9,0.0935,10.1,12611445,10053502,66425,24524494,0
0.485,2.07,22208,15990,370,38557,0,0,0,0.109,21.9,0.0912,10.1,14886183,10097606,66425,27432009,0
0.487,2.07,21780,16065,372,38212,0,0,0,0.109,22,0.0903,10.1,14574908,10154056,66771,27130284,0
0.479,2.07,19563,16025,378,35980,0,0,0,0.108,22,0.0941,10.1,13142840,10149862,67622,25434988,0
0.462,2.06,18399,16334,379,35126,0,0,0,0.109,22,0.0942,10.1,12401549,10380537,68488,24764498,0
0.458,2.06,17570,16569,380,34525,0,0,0,0.108,22,0.0901,10.1,11979659,10564341,68682,24380953,0
0.452,2.06,18229,16634,380,35253,0,0,0,0.107,22,0.0893,10.1,12395183,10600427,68682,24919476,0
0.477,2.07,15958,16498,380,32834,0,0,0,0.107,22,0.0865,10.1,11475045,10540424,68682,23550441,0
0.443,2.07,15954,16484,378,32789,0,0,0,0.108,22,0.0872,10.1,11543578,10534797,68336,23590961,0
0.454,2.07,17616,16519,372,34473,0,0,0,0.108,22,0.0886,10.1,12623849,10538887,67482,24876493,0
0.47,2.07,18805,16267,371,35415,0,0,0,0.108,22,0.0877,10.1,13418947,10345758,67219,25640433,0
0.509,2.08,22061,17203,383,39644,0,0,0,0.109,22,0.0842,10.1,17268791,11110389,69514,30417202,0
0.521,2.08,24051,17405,392,41846,0,0,0,0.109,22,0.0882,10.1,18932182,11296224,71323,32457096,0
0.52,2.09,22266,17601,392,40255,0,0,0,0.111,22,0.0896,10,17647021,11427884,71323,31103994,0
0.495,2.09,22151,17685,392,40246,0,0,0,0.111,22,0.0878,10.1,17503678,11472433,71323,31004649,0
0.535,2.09,25974,17942,393,44322,0,0,0,0.11,22,0.0881,10.1,20812083,11658797,71520,34723129,0
0.523,2.09,24622,17876,393,42885,0,0,0,0.11,22,0.0853,10.1,19862366,11623258,72284,33572773,0
0.518,2.08,21693,16778,380,38822,0,0,0,0.111,22,0.0864,10.1,16154709,10717875,69795,28872997,0
0.498,2.08,21416,16511,371,38289,0,0,0,0.11,22,0.0903,10.1,15711288,10483902,67986,28222321,0
0.48,2.08,21321,16362,371,38043,0,0,0,0.108,22,0.0896,10.1,15694847,10374993,67986,28089753,0
0.54,2.09,29284,17247,381,46916,0,0,0,0.108,22,0.0916,10.1,22026749,11061104,69961,35771120,0
0.549,2.09,25316,16979,380,42668,0,0,0,0.107,22,0.09,10.1,18630420,10855654,69767,31920611,0
0.527,2.09,27717,17151,381,45250,0,0,0,0.106,22,0.0933,10.1,20230984,10964608,69528,33905140,0
0.536,2.1,28040,17068,380,45498,0,0,0,0.107,22,0.0956,10.1,20715140,10913995,69327,34334757,0
0.522,2.1,24887,16758,377,42018,0,0,0,0.105,22,0.0949,10.1,18655306,10707342,68738,31691602,0
0.507,2.1,24910,16988,378,42277,0,0,0,0.106,22,0.093,10.1,19138927,10869080,68932,32291994,0
0.491,2.1,15570,15603,364,31532,0,0,0,0.107,22,0.0917,10.1,11801227,9813370,66167,23125944,0
0.423,2.09,14045,15639,365,30051,0,0,0,0.107,22,0.0884,10.1,10843844,9852992,66368,22021780,0
0.409,2.09,11108,15493,364,26964,0,0,0,0.107,22,0.092,10.1,8907980,9770097,66331,19660781,0
0.398,2.09,11211,15912,367,27444,0,0,0,0.108,22,0.0882,10.1,8751201,10067465,66927,19794865,0
0.439,2.09,17505,18518,373,36372,0,0,0,0.108,22,0.0881,10.1,13047960,11522842,68112,26292900,0
0.458,2.1,18481,18367,412,37294,0,0,0,0.107,22,0.0851,10.1,13228805,11341204,73901,26542792,0
0.462,2.1,20880,18652,415,39952,0,0,0,0.107,22,0.0866,10.1,15018004,11553596,74497,28750286,0
0.478,2.1,21486,18137,410,40034,0,0,0,0.107,22,0.0892,10.1,15340059,11184115,73503,28808268,0
0.499,2.1,24127,17705,406,42209,0,0,0,0.107,22,0.0907,10.1,16969795,10839052,72342,30445448,0
0.518,2.1,24488,17212,402,42151,0,0,0,0.107,22,0.0896,10.1,17635022,10495626,71545,30848352,0
0.51,2.1,18972,14814,398,34202,0,0,0,0.107,22,0.0909,10.1,13848650,9156654,70751,25072966,0
0.461,2.1,17637,14696,358,32653,0,0,0,0.108,22,0.0915,10.1,13004166,9155339,64726,23976494,0
0.448,2.09,16514,14943,359,31792,0,0,0,0.109,22,0.0954,10.1,12236650,9331625,64820,23262176,0
0.439,2.09,16219,15121,361,31693,0,0,0,0.109,22,0.0953,10.1,11998267,9473237,65120,23130986,0
0.423,2.09,12689,15050,361,28120,0,0,0,0.109,22,0.0952,10.1,9769467,9438835,64556,20447714,0
0.397,2.09,10077,14633,359,25066,0,0,0,0.11,22,0.092,10.1,7536767,9138712,64076,17670885,0
0.378,2.08,9712,14294,356,24363,0,0,0,0.11,22,0.0951,10.1,7193733,8906858,63386,17076055,0
0.381,2.07,10196,13855,352,24398,0,0,0,0.109,22,0.0942,10.1,7497268,8572069,62588,17138328,0
0.373,2.07,9304,13325,348,22993,0,0,0,0.107,22,0.0943,10.1,6851292,8185471,61852,16059786,0
0.37,2.07,8914,13085,346,22304,0,0,0,0.106,22,0.0944,10.1,6634862,8000518,61506,15581515,0
0.38,2.07,11219,13130,346,24692,0,0,0,0.104,22,0.092,10.1,8140273,8032921,59746,17423223,0
0.403,2.07,13350,13683,350,27360,0,0,0,0.105,22,0.0925,10.2,9528282,8428844,60582,19415039,0
0.417,2.07,13987,14051,354,28339,0,0,0,0.104,22,0.098,10.2,9907254,8711479,61421,20108366,0
0.416,2.08,13110,14591,358,28056,0,0,0,0.105,22,0.0951,10.2,9269625,9134593,62215,19789870,0
